Date,Symbol,Close
9/5/2000,TELCO,101.05
9/6/2000,TELCO,102
9/7/2000,TELCO,102.3
9/8/2000,TELCO,99.9
9/11/2000,TELCO,96.85
9/12/2000,TELCO,95.5
9/13/2000,TELCO,95.45
9/14/2000,TELCO,94.35
9/15/2000,TELCO,91.35
9/18/2000,TELCO,92.05
9/19/2000,TELCO,89.55
9/20/2000,TELCO,91.3
9/21/2000,TELCO,89.25
9/22/2000,TELCO,85.95
9/25/2000,TELCO,86.5
9/26/2000,TELCO,82.5
9/27/2000,TELCO,83.85
9/28/2000,TELCO,81.35
9/29/2000,TELCO,81.5
10/3/2000,TELCO,81.75
10/4/2000,TELCO,84.3
10/5/2000,TELCO,82.5
10/6/2000,TELCO,80.75
10/9/2000,TELCO,79.95
10/10/2000,TELCO,79.15
10/11/2000,TELCO,77.85
10/12/2000,TELCO,77.9
10/13/2000,TELCO,77.5
10/16/2000,TELCO,76.6
10/17/2000,TELCO,74.85
10/18/2000,TELCO,75.35
10/19/2000,TELCO,73.95
10/20/2000,TELCO,73.05
10/23/2000,TELCO,69.1
10/24/2000,TELCO,68.55
10/25/2000,TELCO,71.7
10/26/2000,TELCO,72.6
10/27/2000,TELCO,71.9
10/30/2000,TELCO,70.7
10/31/2000,TELCO,70.15
11/1/2000,TELCO,73.85
11/2/2000,TELCO,77.35
11/3/2000,TELCO,86.5
11/6/2000,TELCO,88.85
11/7/2000,TELCO,87.4
11/8/2000,TELCO,86.05
11/9/2000,TELCO,83
11/10/2000,TELCO,79.15
11/13/2000,TELCO,75.1
11/14/2000,TELCO,77.5
11/15/2000,TELCO,78.4
11/16/2000,TELCO,78.55
11/17/2000,TELCO,77.45
11/20/2000,TELCO,82.85
11/21/2000,TELCO,83.35
11/22/2000,TELCO,81.05
11/23/2000,TELCO,83.6
11/24/2000,TELCO,87.7
11/27/2000,TELCO,89.55
11/28/2000,TELCO,92.05
11/29/2000,TELCO,87.25
11/30/2000,TELCO,87.9
12/1/2000,TELCO,86.3
12/4/2000,TELCO,88.7
12/5/2000,TELCO,90.5
12/6/2000,TELCO,91.65
12/7/2000,TELCO,97.1
12/8/2000,TELCO,99.65
12/11/2000,TELCO,100
12/12/2000,TELCO,97.5
12/13/2000,TELCO,98.3
12/14/2000,TELCO,97.15
12/15/2000,TELCO,91.3
12/18/2000,TELCO,93.8
12/19/2000,TELCO,93.4
12/20/2000,TELCO,92.8
12/21/2000,TELCO,92.6
12/22/2000,TELCO,87
12/26/2000,TELCO,83.5
12/27/2000,TELCO,84.8
12/28/2000,TELCO,86.85
12/29/2000,TELCO,88.1
1/1/2001,TELCO,89.05
1/2/2001,TELCO,93.75
1/3/2001,TELCO,101.65
1/4/2001,TELCO,105.25
1/5/2001,TELCO,103.55
1/8/2001,TELCO,101.25
1/9/2001,TELCO,99.05
1/10/2001,TELCO,93.65
1/11/2001,TELCO,93.75
1/12/2001,TELCO,91.9
1/15/2001,TELCO,89.35
1/16/2001,TELCO,90.1
1/17/2001,TELCO,87.1
1/18/2001,TELCO,90.9
1/19/2001,TELCO,91.3
1/22/2001,TELCO,95.55
1/23/2001,TELCO,94.8
1/24/2001,TELCO,95.35
1/25/2001,TELCO,93.75
1/29/2001,TELCO,95
1/30/2001,TELCO,95.35
1/31/2001,TELCO,93.95
2/1/2001,TELCO,90.55
2/2/2001,TELCO,90.3
2/5/2001,TELCO,96.8
2/6/2001,TELCO,102.55
2/7/2001,TELCO,104.8
2/8/2001,TELCO,105.9
2/9/2001,TELCO,105.2
2/12/2001,TELCO,98.95
2/13/2001,TELCO,98.25
2/14/2001,TELCO,100.55
2/15/2001,TELCO,104.5
2/16/2001,TELCO,108.5
2/19/2001,TELCO,112.1
2/20/2001,TELCO,109.6
2/21/2001,TELCO,105.85
2/22/2001,TELCO,102.85
2/23/2001,TELCO,95
2/26/2001,TELCO,97.75
2/27/2001,TELCO,98.25
2/28/2001,TELCO,102.9
3/1/2001,TELCO,106.2
3/2/2001,TELCO,95.8
3/5/2001,TELCO,92
3/7/2001,TELCO,92.2
3/8/2001,TELCO,92.3
3/9/2001,TELCO,78.5
3/12/2001,TELCO,74.45
3/13/2001,TELCO,67.45
3/14/2001,TELCO,74.55
3/15/2001,TELCO,76.05
3/16/2001,TELCO,73.05
3/19/2001,TELCO,74.85
3/20/2001,TELCO,73.15
3/21/2001,TELCO,73.95
3/22/2001,TELCO,70.6
3/23/2001,TELCO,68.2
3/26/2001,TELCO,67.2
3/27/2001,TELCO,68.9
3/28/2001,TELCO,69.95
3/29/2001,TELCO,69.35
3/30/2001,TELCO,65.3
4/2/2001,TELCO,61
4/3/2001,TELCO,58.8
4/4/2001,TELCO,61.65
4/6/2001,TELCO,64.35
4/9/2001,TELCO,65.95
4/10/2001,TELCO,64.15
4/11/2001,TELCO,63.3
4/12/2001,TELCO,63.05
4/16/2001,TELCO,63
4/17/2001,TELCO,65.75
4/18/2001,TELCO,69.1
4/19/2001,TELCO,69.1
4/20/2001,TELCO,66.75
4/23/2001,TELCO,68.6
4/24/2001,TELCO,72.4
4/25/2001,TELCO,74.1
4/26/2001,TELCO,75.15
4/27/2001,TELCO,71.8
4/30/2001,TELCO,75.6
5/2/2001,TELCO,74.75
5/3/2001,TELCO,72.9
5/4/2001,TELCO,74.5
5/7/2001,TELCO,73.45
5/8/2001,TELCO,74.85
5/9/2001,TELCO,76.25
5/10/2001,TELCO,77.3
5/11/2001,TELCO,75.3
5/14/2001,TELCO,75
5/15/2001,TELCO,74.15
5/16/2001,TELCO,79.15
5/17/2001,TELCO,82.65
5/18/2001,TELCO,82.6
5/21/2001,TELCO,82.25
5/22/2001,TELCO,81.05
5/23/2001,TELCO,80.7
5/24/2001,TELCO,81.2
5/25/2001,TELCO,78.85
5/28/2001,TELCO,80.3
5/29/2001,TELCO,83.9
5/30/2001,TELCO,84.6
5/31/2001,TELCO,82.25
6/1/2001,TELCO,80.65
6/4/2001,TELCO,79.2
6/5/2001,TELCO,78.45
6/6/2001,TELCO,77
6/7/2001,TELCO,73.9
6/8/2001,TELCO,75.45
6/11/2001,TELCO,74.45
6/12/2001,TELCO,74.4
6/13/2001,TELCO,73.3
6/14/2001,TELCO,71.5
6/15/2001,TELCO,68.4
6/18/2001,TELCO,68.25
6/19/2001,TELCO,65.3
6/20/2001,TELCO,65.95
6/21/2001,TELCO,64.25
6/22/2001,TELCO,61.15
6/25/2001,TELCO,58.85
6/26/2001,TELCO,60.45
6/27/2001,TELCO,62.35
6/28/2001,TELCO,62.7
6/29/2001,TELCO,62.4
7/2/2001,TELCO,63.65
7/3/2001,TELCO,60.5
7/4/2001,TELCO,60.3
7/5/2001,TELCO,64.4
7/6/2001,TELCO,64.55
7/9/2001,TELCO,67.35
7/10/2001,TELCO,72.1
7/11/2001,TELCO,74.85
7/12/2001,TELCO,74.2
7/13/2001,TELCO,70.05
7/16/2001,TELCO,68.85
7/17/2001,TELCO,70.3
7/18/2001,TELCO,71
7/19/2001,TELCO,70.7
7/20/2001,TELCO,71.3
7/23/2001,TELCO,69.9
7/24/2001,TELCO,77.45
7/25/2001,TELCO,74.6
7/26/2001,TELCO,74.5
7/27/2001,TELCO,69.65
7/30/2001,TELCO,65.95
7/31/2001,TELCO,70.7
8/1/2001,TELCO,68.95
8/2/2001,TELCO,69.85
8/3/2001,TELCO,69.4
8/6/2001,TELCO,71.6
8/7/2001,TELCO,74
8/8/2001,TELCO,74.8
8/9/2001,TELCO,75.15
8/10/2001,TELCO,76.5
8/13/2001,TELCO,78.8
8/14/2001,TELCO,79.8
8/16/2001,TELCO,82.65
8/17/2001,TELCO,81.6
8/20/2001,TELCO,77.6
8/21/2001,TELCO,73.85
8/23/2001,TELCO,75.15
8/24/2001,TELCO,74.8
8/27/2001,TELCO,76.75
8/28/2001,TELCO,73.15
8/29/2001,TELCO,75.1
8/30/2001,TELCO,74.85
8/31/2001,TELCO,75.5
9/3/2001,TELCO,75.85
9/4/2001,TELCO,76.95
9/5/2001,TELCO,76.5
9/6/2001,TELCO,75.55
9/7/2001,TELCO,74.6
9/10/2001,TELCO,74.8
9/11/2001,TELCO,74.85
9/12/2001,TELCO,69.85
9/13/2001,TELCO,70.9
9/14/2001,TELCO,67.1
9/17/2001,TELCO,63.7
9/18/2001,TELCO,65.3
9/19/2001,TELCO,70.85
9/20/2001,TELCO,71
9/21/2001,TELCO,68.95
9/24/2001,TELCO,68.7
9/25/2001,TELCO,71.05
9/26/2001,TELCO,69.8
9/27/2001,TELCO,68.2
9/28/2001,TELCO,69.05
10/1/2001,TELCO,67.35
10/3/2001,TELCO,70.5
10/4/2001,TELCO,68.75
10/5/2001,TELCO,70.3
10/8/2001,TELCO,69.8
10/9/2001,TELCO,69.8
10/10/2001,TELCO,68.3
10/11/2001,TELCO,70
10/12/2001,TELCO,71.15
10/15/2001,TELCO,73.7
10/16/2001,TELCO,76.45
10/17/2001,TELCO,76.15
10/18/2001,TELCO,75.7
10/19/2001,TELCO,76.75
10/22/2001,TELCO,84.45
10/23/2001,TELCO,86.7
10/24/2001,TELCO,80.55
10/25/2001,TELCO,82.15
10/29/2001,TELCO,82.7
10/30/2001,TELCO,80
10/31/2001,TELCO,84.8
11/1/2001,TELCO,83.7
11/2/2001,TELCO,83.15
11/5/2001,TELCO,80.8
11/6/2001,TELCO,83.15
11/7/2001,TELCO,83.25
11/8/2001,TELCO,86.9
11/9/2001,TELCO,91.35
11/12/2001,TELCO,89.2
11/13/2001,TELCO,89.7
11/14/2001,TELCO,93.9
11/15/2001,TELCO,94.2
11/19/2001,TELCO,101.15
11/20/2001,TELCO,99.1
11/21/2001,TELCO,101.3
11/22/2001,TELCO,103.7
11/23/2001,TELCO,103.2
11/26/2001,TELCO,101.7
11/27/2001,TELCO,99.95
11/28/2001,TELCO,102.4
11/29/2001,TELCO,104.4
12/3/2001,TELCO,106.65
12/4/2001,TELCO,110.55
12/5/2001,TELCO,107.8
12/6/2001,TELCO,107.85
12/7/2001,TELCO,102.15
12/10/2001,TELCO,102.5
12/11/2001,TELCO,105.4
12/12/2001,TELCO,106.15
12/13/2001,TELCO,101.5
12/14/2001,TELCO,103.9
12/18/2001,TELCO,106.55
12/19/2001,TELCO,101.5
12/20/2001,TELCO,98.4
12/21/2001,TELCO,97.5
12/24/2001,TELCO,95.85
12/26/2001,TELCO,96.4
12/27/2001,TELCO,94.55
12/28/2001,TELCO,96.5
12/31/2001,TELCO,99.85
1/1/2002,TELCO,100.75
1/2/2002,TELCO,99.2
1/3/2002,TELCO,100.55
1/4/2002,TELCO,101.25
1/7/2002,TELCO,99.65
1/8/2002,TELCO,99.55
1/9/2002,TELCO,101.5
1/10/2002,TELCO,106.65
1/11/2002,TELCO,111.5
1/14/2002,TELCO,117.25
1/15/2002,TELCO,115.95
1/16/2002,TELCO,124.4
1/17/2002,TELCO,130.7
1/18/2002,TELCO,127.2
1/21/2002,TELCO,116.6
1/22/2002,TELCO,120.7
1/23/2002,TELCO,124.1
1/24/2002,TELCO,121.4
1/25/2002,TELCO,121.7
1/28/2002,TELCO,116.85
1/29/2002,TELCO,119.3
1/30/2002,TELCO,120.5
1/31/2002,TELCO,125.05
2/1/2002,TELCO,126.4
2/4/2002,TELCO,127.5
2/5/2002,TELCO,124.25
2/6/2002,TELCO,135.1
2/7/2002,TELCO,139.1
2/8/2002,TELCO,135.2
2/11/2002,TELCO,146.85
2/12/2002,TELCO,145.15
2/13/2002,TELCO,140.9
2/14/2002,TELCO,142.65
2/15/2002,TELCO,139
2/18/2002,TELCO,138.05
2/19/2002,TELCO,136.75
2/20/2002,TELCO,137.05
2/21/2002,TELCO,137.75
2/22/2002,TELCO,136.9
2/25/2002,TELCO,141.25
2/26/2002,TELCO,146.85
2/27/2002,TELCO,143.45
2/28/2002,TELCO,141.4
3/1/2002,TELCO,143.7
3/4/2002,TELCO,139.05
3/5/2002,TELCO,131.35
3/6/2002,TELCO,126.2
3/7/2002,TELCO,129.45
3/8/2002,TELCO,133.45
3/11/2002,TELCO,134.8
3/12/2002,TELCO,129.75
3/13/2002,TELCO,130.35
3/14/2002,TELCO,128.75
3/15/2002,TELCO,130.05
3/18/2002,TELCO,136.4
3/19/2002,TELCO,131.15
3/20/2002,TELCO,128.75
3/21/2002,TELCO,122.05
3/22/2002,TELCO,123.3
3/26/2002,TELCO,117.45
3/27/2002,TELCO,123.3
3/28/2002,TELCO,126
4/1/2002,TELCO,125.9
4/2/2002,TELCO,123.4
4/3/2002,TELCO,125.05
4/4/2002,TELCO,125.1
4/5/2002,TELCO,128.05
4/8/2002,TELCO,127.6
4/9/2002,TELCO,129.85
4/10/2002,TELCO,132.75
4/11/2002,TELCO,132.45
4/12/2002,TELCO,136.1
4/15/2002,TELCO,134.1
4/16/2002,TELCO,132.3
4/17/2002,TELCO,128.25
4/18/2002,TELCO,128.6
4/19/2002,TELCO,129.25
4/22/2002,TELCO,126
4/23/2002,TELCO,128.95
4/24/2002,TELCO,129.5
4/25/2002,TELCO,131.5
4/26/2002,TELCO,130.55
4/29/2002,TELCO,129.6
4/30/2002,TELCO,129.1
5/2/2002,TELCO,130.55
5/3/2002,TELCO,131.35
5/6/2002,TELCO,134.35
5/7/2002,TELCO,139.9
5/8/2002,TELCO,139.2
5/9/2002,TELCO,139.55
5/10/2002,TELCO,140.1
5/13/2002,TELCO,142.7
5/14/2002,TELCO,146.8
5/15/2002,TELCO,141.25
5/16/2002,TELCO,138.4
5/17/2002,TELCO,135.75
5/20/2002,TELCO,132.55
5/21/2002,TELCO,129.9
5/22/2002,TELCO,123.6
5/23/2002,TELCO,124.1
5/24/2002,TELCO,126.9
5/27/2002,TELCO,126
5/28/2002,TELCO,119.45
5/29/2002,TELCO,123.85
5/30/2002,TELCO,120.7
5/31/2002,TELCO,121.1
6/3/2002,TELCO,125.2
6/4/2002,TELCO,125.45
6/5/2002,TELCO,134.8
6/6/2002,TELCO,140.95
6/7/2002,TELCO,137
6/10/2002,TELCO,140.7
6/11/2002,TELCO,155.7
6/12/2002,TELCO,153.55
6/13/2002,TELCO,157.1
6/14/2002,TELCO,153.85
6/17/2002,TELCO,152.75
6/18/2002,TELCO,151.4
6/19/2002,TELCO,147.25
6/20/2002,TELCO,150.25
6/21/2002,TELCO,149.6
6/24/2002,TELCO,148.4
6/25/2002,TELCO,150.05
6/26/2002,TELCO,145.85
6/27/2002,TELCO,150.15
6/28/2002,TELCO,155.4
7/1/2002,TELCO,157.25
7/2/2002,TELCO,158.6
7/3/2002,TELCO,159.15
7/4/2002,TELCO,161.85
7/5/2002,TELCO,162.05
7/8/2002,TELCO,164.5
7/9/2002,TELCO,160.6
7/10/2002,TELCO,158.4
7/11/2002,TELCO,157.85
7/12/2002,TELCO,155.65
7/15/2002,TELCO,150.6
7/16/2002,TELCO,151.1
7/17/2002,TELCO,150.45
7/18/2002,TELCO,152.25
7/19/2002,TELCO,152.6
7/22/2002,TELCO,146.8
7/23/2002,TELCO,147.35
7/24/2002,TELCO,142.45
7/25/2002,TELCO,142.3
7/26/2002,TELCO,132.8
7/29/2002,TELCO,129.45
7/30/2002,TELCO,124.8
7/31/2002,TELCO,127.1
8/1/2002,TELCO,125.2
8/2/2002,TELCO,123.7
8/5/2002,TELCO,132.1
8/6/2002,TELCO,133.4
8/7/2002,TELCO,134.4
8/8/2002,TELCO,126.7
8/9/2002,TELCO,126.8
8/12/2002,TELCO,130.6
8/13/2002,TELCO,133.1
8/14/2002,TELCO,131.9
8/16/2002,TELCO,133.15
8/19/2002,TELCO,132.25
8/20/2002,TELCO,134.75
8/21/2002,TELCO,134.4
8/22/2002,TELCO,132.9
8/23/2002,TELCO,133.4
8/26/2002,TELCO,136.45
8/27/2002,TELCO,136.1
8/28/2002,TELCO,134.65
8/29/2002,TELCO,135.65
8/30/2002,TELCO,139.5
9/2/2002,TELCO,140.4
9/3/2002,TELCO,139.65
9/4/2002,TELCO,140.05
9/5/2002,TELCO,142.6
9/6/2002,TELCO,138.3
9/9/2002,TELCO,137.65
9/11/2002,TELCO,140.05
9/12/2002,TELCO,137.25
9/13/2002,TELCO,137.75
9/16/2002,TELCO,136.35
9/17/2002,TELCO,136.4
9/18/2002,TELCO,135
9/19/2002,TELCO,131.85
9/20/2002,TELCO,132.4
9/23/2002,TELCO,128.4
9/24/2002,TELCO,128.7
9/25/2002,TELCO,129.45
9/26/2002,TELCO,130
9/27/2002,TELCO,134.35
9/30/2002,TELCO,132.4
10/1/2002,TELCO,129.3
10/3/2002,TELCO,130.2
10/4/2002,TELCO,131.75
10/7/2002,TELCO,133.35
10/8/2002,TELCO,132.5
10/9/2002,TELCO,134.45
10/10/2002,TELCO,136.8
10/11/2002,TELCO,139.6
10/14/2002,TELCO,142.2
10/16/2002,TELCO,140.65
10/17/2002,TELCO,141.7
10/18/2002,TELCO,141.2
10/21/2002,TELCO,140.7
10/22/2002,TELCO,138.7
10/23/2002,TELCO,136.8
10/24/2002,TELCO,135.65
10/25/2002,TELCO,132.15
10/28/2002,TELCO,132.8
10/29/2002,TELCO,135.65
10/30/2002,TELCO,135.15
10/31/2002,TELCO,144.75
11/1/2002,TELCO,146.65
11/4/2002,TELCO,148.25
11/5/2002,TELCO,146.25
11/7/2002,TELCO,144.95
11/8/2002,TELCO,143.95
11/11/2002,TELCO,143.3
11/12/2002,TELCO,146.1
11/13/2002,TELCO,145.65
11/14/2002,TELCO,146.7
11/15/2002,TELCO,157.25
11/18/2002,TELCO,158.6
11/20/2002,TELCO,156.1
11/21/2002,TELCO,159.4
11/22/2002,TELCO,162.2
11/25/2002,TELCO,161.55
11/26/2002,TELCO,167.05
11/27/2002,TELCO,163.15
11/28/2002,TELCO,169.7
11/29/2002,TELCO,169.2
12/2/2002,TELCO,168.45
12/3/2002,TELCO,163.4
12/4/2002,TELCO,163.65
12/5/2002,TELCO,165
12/6/2002,TELCO,168.65
12/9/2002,TELCO,164.25
12/10/2002,TELCO,161
12/11/2002,TELCO,160.7
12/12/2002,TELCO,157.6
12/13/2002,TELCO,164
12/16/2002,TELCO,161.05
12/17/2002,TELCO,157.75
12/18/2002,TELCO,158.2
12/19/2002,TELCO,158.75
12/20/2002,TELCO,159.55
12/23/2002,TELCO,158.25
12/24/2002,TELCO,160.35
12/26/2002,TELCO,159.4
12/27/2002,TELCO,162.85
12/30/2002,TELCO,161.35
12/31/2002,TELCO,161.4
1/1/2003,TELCO,162.55
1/2/2003,TELCO,160.95
1/3/2003,TELCO,161.15
1/6/2003,TELCO,157.3
1/7/2003,TELCO,155.95
1/8/2003,TELCO,159
1/9/2003,TELCO,163.4
1/10/2003,TELCO,164.15
1/13/2003,TELCO,161.1
1/14/2003,TELCO,162.05
1/15/2003,TELCO,161.65
1/16/2003,TELCO,161.6
1/17/2003,TELCO,166.35
1/20/2003,TELCO,163.8
1/21/2003,TELCO,167.2
1/22/2003,TELCO,165.05
1/23/2003,TELCO,163.6
1/24/2003,TELCO,158.65
1/27/2003,TELCO,154.1
1/28/2003,TELCO,152.65
1/29/2003,TELCO,152.45
1/30/2003,TELCO,151
1/31/2003,TELCO,153.6
2/3/2003,TELCO,156.85
2/4/2003,TELCO,160.2
2/5/2003,TELCO,158.35
2/6/2003,TELCO,162.95
2/7/2003,TELCO,164
2/10/2003,TELCO,161.05
2/11/2003,TELCO,161.35
2/12/2003,TELCO,159.9
2/14/2003,TELCO,158.55
2/17/2003,TELCO,161.95
2/18/2003,TELCO,161.15
2/19/2003,TELCO,162.1
2/20/2003,TELCO,161.3
2/21/2003,TELCO,161.1
2/24/2003,TELCO,162.95
2/25/2003,TELCO,161.5
2/26/2003,TELCO,160.05
2/27/2003,TELCO,163.2
2/28/2003,TELCO,163.15
3/3/2003,TELCO,162.15
3/4/2003,TELCO,156.2
3/5/2003,TELCO,155.8
3/6/2003,TELCO,154.7
3/7/2003,TELCO,154.6
3/10/2003,TELCO,154.95
3/11/2003,TELCO,153.3
3/12/2003,TELCO,151.2
3/13/2003,TELCO,150.55
3/17/2003,TELCO,150.15
3/19/2003,TELCO,153.05
3/20/2003,TELCO,159.1
3/21/2003,TELCO,160.95
3/22/2003,TELCO,162.75
3/24/2003,TELCO,158.55
3/25/2003,TELCO,158.1
3/26/2003,TELCO,157.2
3/27/2003,TELCO,159.05
3/28/2003,TELCO,157.1
3/31/2003,TELCO,155.65
4/1/2003,TELCO,159.05
4/2/2003,TELCO,160.35
4/3/2003,TELCO,163
4/4/2003,TELCO,165.75
4/7/2003,TELCO,167.25
4/8/2003,TELCO,163.85
4/9/2003,TELCO,162.9
4/10/2003,TELCO,161.15
4/11/2003,TELCO,160.9
4/15/2003,TELCO,155.95
4/16/2003,TELCO,157.3
4/17/2003,TELCO,154.55
4/21/2003,TELCO,154.25
4/22/2003,TELCO,154.95
4/23/2003,TELCO,152.95
4/24/2003,TELCO,149.5
4/25/2003,TELCO,150.9
4/28/2003,TELCO,154.35
4/29/2003,TELCO,153.35
4/30/2003,TELCO,150.75
5/2/2003,TELCO,150.85
5/5/2003,TELCO,153.55
5/6/2003,TELCO,159.55
5/7/2003,TELCO,161
5/8/2003,TELCO,158.1
5/9/2003,TELCO,156.45
5/12/2003,TELCO,157.7
5/13/2003,TELCO,156.9
5/14/2003,TELCO,155.45
5/15/2003,TELCO,158.65
5/16/2003,TELCO,157.05
5/19/2003,TELCO,162
5/20/2003,TELCO,163.25
5/21/2003,TELCO,164.6
5/22/2003,TELCO,166.05
5/23/2003,TELCO,171.75
5/26/2003,TELCO,173.2
5/27/2003,TELCO,168.2
5/28/2003,TELCO,166.05
5/29/2003,TELCO,170.85
5/30/2003,TELCO,171.7
6/2/2003,TELCO,172.8
6/3/2003,TELCO,172.05
6/4/2003,TELCO,173.2
6/5/2003,TELCO,181.95
6/6/2003,TELCO,181.35
6/9/2003,TELCO,183.8
6/10/2003,TELCO,179.8
6/11/2003,TELCO,180.5
6/12/2003,TELCO,184.4
6/13/2003,TELCO,182.8
6/16/2003,TELCO,183.85
6/17/2003,TELCO,188.3
6/18/2003,TELCO,196.75
6/19/2003,TELCO,193.6
6/20/2003,TELCO,194.9
6/23/2003,TELCO,189.9
6/24/2003,TELCO,187
6/25/2003,TELCO,192.35
6/26/2003,TELCO,195.4
6/27/2003,TELCO,203.15
6/30/2003,TELCO,198.05
7/1/2003,TELCO,199.95
7/2/2003,TELCO,205.35
7/3/2003,TELCO,204.15
7/4/2003,TELCO,204.8
7/7/2003,TELCO,211.55
